,DR (Both Correct),DR (Only IPW Correct),DR (Only OR Correct),DR (Both Incorrect),Incorrect OR,Incorrect IPW
76,1.9936091195787646,1.950839002225453,1.9935239303293903,1.9613804906938597,2.0366910818428954,2.1427125019407707
77,2.00449180016444,1.968303501263021,1.9954073521763662,2.010017545708247,2.0702730859927856,2.19582147943973
78,1.9907352711261965,2.0193728152437855,1.9931934033078904,2.030767642547421,2.0962788191764656,2.245533288503358
79,2.0198118170291175,2.032134142840966,2.0116663620695547,2.0497305198092217,2.1058969542051873,2.2526552363284225
80,1.957198399989264,2.1104350982024522,1.9905873627622837,2.0618012695125087,2.111256923295371,2.276361623107414
81,1.976206172648815,1.9679953682845104,1.9860142646156973,2.0446036067565427,2.099650734109469,2.2619069386479738
82,2.012765960703621,2.013923733096712,2.0131437417783022,2.0370499490278178,2.0974121125467238,2.231988497285067
83,1.9780273102302786,1.9954443325236282,1.9822325805750585,2.0239774920903115,2.080060606865671,2.2235789081492054
84,1.9880534111442376,2.0167869689967595,1.9975440991276345,2.029407639819096,2.079260418105377,2.2434149080562236
85,1.9871784324585502,2.0253196442209127,1.9951739486896771,2.0413270907706034,2.0971456046830705,2.2443214026438074
86,1.9831132018760982,2.004288586189006,1.9848155985340974,2.0342850414534124,2.093693464499795,2.254498869358275
87,1.9923556593638192,2.0342226503013765,1.9921842484817471,2.0304306038565345,2.084494925400419,2.2390020394685366
88,1.9941231671866173,1.9613065569204615,2.0000424963861265,2.0148339670292876,2.082998466480085,2.212698763166134
89,1.993802813602676,2.0119181159172954,1.9920390508139936,2.028954285033051,2.0906949711305085,2.251813919137171
90,2.0133484869919123,2.0131398358093873,2.018403425797752,2.0165987678667374,2.0882914618663593,2.2320418129809663
91,1.998777796713132,2.021800554575649,2.004327259125364,2.0343906228133872,2.091046853479671,2.2601903478184573
92,2.01600110445766,2.069942304109567,2.009907621824416,2.041589563805764,2.098177237370329,2.2624209285181216
93,1.9969063109720018,2.050492058627297,1.9947218159673066,2.047034333059768,2.1018636127072985,2.2678136129458593
94,1.9810873093352734,2.006633834783335,1.986804119437824,2.021145924584632,2.0796340763930363,2.225586494030988
95,2.0018284270938986,2.0187732176703554,2.0057186534713454,2.0424075644545776,2.1022007083410457,2.249915925959271
96,1.9856793052945725,1.9578119074744207,1.9892067750721856,1.9814049361457395,2.0550636258013997,2.1693009223345476
97,2.0076149120121554,1.9500704031997866,2.0123162067299605,1.9997972345381854,2.078907261788896,2.1799479500402734
98,1.9857367969595414,1.9778455915053839,1.9829854973563608,1.9825239091124984,2.0514988605051174,2.1762533303045335
99,1.9877514597899688,2.0001758642791514,1.987362065330564,2.0260540730278973,2.086529867001981,2.220587501882711
100,1.9834500196678135,1.9516501645066813,1.9849249455570777,1.996321184690951,2.066422356449266,2.183326666098051
101,1.994592818014172,1.9916197002606462,1.992776118939141,2.005748168040528,2.0690258335745866,2.2117702192177116
102,1.9958569112493347,2.0162598627458177,2.000017521479297,2.0516488121489873,2.111785508974111,2.265659335630104
103,2.020403418935222,2.0021434594965175,2.0141878219355775,2.0282398535760886,2.095033003148615,2.2307815997727256
104,1.97685828219162,1.9774681524459583,1.981922281552765,1.9985520611587795,2.0690066667230895,2.197692415608997
105,1.9913253945902825,1.960449299433562,1.9949521156256529,1.9791551850833597,2.0480087671167637,2.170386449246329
106,2.0027845623016463,1.9765586434942157,2.002523905953001,2.0233773358055775,2.0898602151975307,2.2188128033455774
107,2.0003621326260554,1.9854534690521854,2.0032469177235144,2.013975436567819,2.082934033640753,2.2184431072212987
108,2.000136128397493,2.0092596437659136,2.004625666932626,2.0172069680861653,2.085563684141527,2.2372754515257016
109,1.9970925386151768,1.9944207355874963,1.9949321504549187,2.0188025974103656,2.0859666400632837,2.2301183676170186
110,1.9959728412869624,2.0448279520759116,1.9891701865602605,2.0427194409752394,2.09839653107803,2.248479733979181
111,2.000598618621353,2.002773707628396,1.998088543952404,2.0107331077498967,2.0793635342978947,2.20366087430872
112,1.9879239811776561,1.9341008249719944,1.9899521326482559,1.9608531439012515,2.0362569924947493,2.148698337452761
113,2.017543409025195,1.9869845664636074,2.010834747930425,2.009139306733576,2.0791730916017106,2.2162344711786623
114,2.0060708124416413,2.032095864448761,2.0103945167661044,2.049779127867959,2.1058367790401635,2.2560667956291303
115,2.0147839695712237,2.009994567608664,2.0057845488189074,2.0177536835205148,2.0779625676586444,2.223829666384058
116,2.011586854345368,1.9996561515059086,2.005325346995733,2.0184559831395616,2.083300103098321,2.1963478569483272
117,2.012066667299491,2.0219756026998215,2.0149569316673506,2.026610213181318,2.0901954460935075,2.231873056852258
118,2.0005307365643823,1.9616276991264663,1.9983514867670775,1.9962090384681912,2.0529061172177085,2.2134863241182217
119,1.9999748060884706,1.953803368222322,2.0021386382944444,2.006397086330717,2.0798486574671586,2.194003555388369
120,1.9908952048431983,1.9543933636488038,1.9887855727265717,1.981150873535727,2.0498398011167303,2.1812277946117042
121,2.0207376420891086,2.0306762495954964,2.0214923407165264,2.04885337901818,2.107707191812318,2.2676298342405645
122,1.98440151427684,2.033788003639211,1.9911908572122277,2.0625551251074072,2.121624542304746,2.3106549855497134
123,1.9899154927513845,1.9638411723935092,1.993315586489495,2.010687592178826,2.079993895687765,2.206076933358181
124,1.9898151183290742,2.0420763373529374,1.9938815798694884,2.0387130610154394,2.0961240363210076,2.2551536403595778
125,2.0069660674552927,2.014307209367854,2.009554739109966,2.060174972705247,2.114562876984786,2.2589817503251157
126,1.9916623072839703,1.9726322077677025,1.9985313631381134,1.9976423538023926,2.065362142776751,2.1860558717380756
127,1.9864096679388394,1.98252776722777,1.985722425085291,2.011992297722288,2.0787045364203274,2.2180495796597777
128,1.9954270870205497,1.988195839495585,1.9994283999154805,2.0212287970823994,2.08723458524961,2.2153556560003103
129,2.0125790446404888,2.0412538666958966,2.0114187443733953,2.0571817606441387,2.114178620464218,2.2810448653695414
130,1.99432542289531,2.0225896856607046,1.993294395688016,2.0531555522859266,2.1137018081646373,2.2675039752910853
131,1.9882488316561608,2.0000638839430236,1.9860937367210454,2.0377257477751245,2.0925931894065095,2.260658828467155
132,2.0026626036533575,1.9814058840052533,2.006088040829469,2.0237837939298546,2.081344562953876,2.2519365746029956
133,1.9960723675249545,2.0117896902167156,1.9977352948185751,2.0200954821088906,2.082857011165224,2.2233658695916025
134,1.9921563308632064,2.036408815862589,1.9946385820156096,2.0436923095969,2.103501518250365,2.231445499610696
135,2.006138172293447,1.9978351860105843,2.0021994680327104,1.9965507178248652,2.066413864764079,2.195334265963673
136,2.005494755487213,2.006341221125107,2.007199341204014,2.029171822155894,2.08898146455546,2.2189326345479494
137,1.9999517129482118,1.9690961278464778,2.0033792593247637,2.010176832022607,2.0761684426623077,2.1969469394736825
138,2.009903074164005,2.0081292989223702,2.011060230256431,2.0164327706843985,2.0884547373493114,2.202703818896595
139,1.9856536140483196,1.9781109493083973,1.9944367782615362,2.0216303522012327,2.0890656783734336,2.2336547866422145
140,1.9981021866146103,2.0113639357784363,2.002032611130723,2.04001350721908,2.0943647282924807,2.248877643064545
141,2.021451180441308,2.009662726264429,2.015032594360003,2.0143973855169235,2.081564058387965,2.2101042128161876
142,2.0008543187451275,2.002509264806625,1.9949696123798197,2.0111515302404395,2.0802820530111137,2.2038894948026777
143,2.0039196099399303,2.008773928562463,2.014817737262213,2.016848894817573,2.076865082011301,2.219724589209715
144,2.0176432408911453,1.990595661067168,2.0188713997505543,1.9903162209225527,2.0687400005311267,2.1794282085774994
145,2.0111226457866254,2.0180039651343202,2.0084270589774302,2.0022951401739837,2.070139053420976,2.217829442823185
146,2.0780947203039264,1.6410069855039857,1.9972297075710377,2.0312277360692073,2.0874226030248986,2.2594260050255457
147,2.0003022568796283,1.9995187838518431,1.996629712900711,2.034757671724391,2.0994189893051165,2.2239934670318324
148,2.0094587200710103,2.0257627591488445,2.0028263991843653,2.044031754245758,2.107420191329972,2.250693206507854
149,2.005785815285938,2.009742629002314,2.006882644854259,2.00811755383287,2.074491231863807,2.2190069653460767
150,2.0073730217664236,2.043660549106982,2.0076627654994796,2.059780926924295,2.1164830130673766,2.2702427391063975
151,2.010037783116985,2.000896021530933,2.0019282358573776,2.001856275329811,2.0670311226281055,2.202272404556626
152,1.9966580720685725,1.9865567571002076,2.0013940565242883,2.0210264354643073,2.087337121681599,2.214688511759967
153,1.9929384127208307,2.0279965822238637,1.994804307854888,2.020667280235035,2.0810728733261405,2.2346654339924505
154,2.021348967500196,1.9973979069083636,2.028245466740012,2.036897500982103,2.1003128731650316,2.238718435562163
155,2.0071717473391057,2.0541741888662077,2.004556921692637,2.064474246875353,2.114861086677331,2.269816977050306
156,1.9912137714225182,1.9928998116275292,1.9904758098930144,2.019257863632261,2.0795371843866426,2.2150118377233925
157,2.012785286159698,2.0349659942938376,2.0190827212060274,2.0562756504656723,2.111636486543416,2.262033270185418
158,1.9938440306398646,2.0118356421122434,1.9942569999470316,2.054090411782892,2.1185441387921187,2.26611800283939
159,2.000697101521534,2.04750468865314,1.996753151871313,2.043096941781874,2.110719644796394,2.2590250112921955
160,1.9873384822370455,1.982384702064225,1.989448163258173,1.9837842481525028,2.052073188386724,2.186318100594931
161,1.996456863711042,2.032348428488466,1.9964687625853357,2.0554016953557426,2.1097024219818734,2.256320245636711
162,1.9920256086109311,2.0047499233167656,1.995786832598098,2.03485575111026,2.1066703033159366,2.220798457183098
163,2.00135242061493,1.990182362643847,2.0029845917850326,1.9926199606820376,2.0648592625767908,2.192463235572333
164,1.9953588036204386,1.9849102525514621,1.9948969297170158,2.020056598305121,2.0824157464688846,2.2293852342520446
165,2.001142882621353,1.9084359776695476,1.9940009099939664,2.0047700813112037,2.0672107931098154,2.1988647831778305
166,1.9800919110741502,1.965548807690623,1.991121422429362,2.007831013624815,2.0721943806564402,2.2129709451278443
167,1.9804043322432066,1.944529754585271,1.9818167300396048,1.9872137883913796,2.0565722297090594,2.1902453279828333
168,2.031027842875998,1.9720533735048136,2.018585032102025,2.0239959299473704,2.0892989706323055,2.2327280425303204
169,1.982194437492231,2.001821606045663,1.9823903546254988,2.011460850875603,2.09055687856473,2.222892127434154
170,2.0016275819701748,1.9894298339002854,2.003395997166316,2.014664768361327,2.08755268645213,2.2065495695147694
171,2.0025107685097017,1.9593724182001782,1.9988822176867613,1.9814107739092626,2.044131978391269,2.1839576869131765
172,1.9761508607916918,1.9661517112001727,1.9941612593241798,2.020965790949972,2.082266637066224,2.2323921858754834
173,2.007320596273415,2.014915045120738,2.0075932436804655,2.0465839758373283,2.1091917906780697,2.2492993407026005
174,2.0067393464004692,2.0312831405541707,2.0115120839676863,2.0588832116010956,2.1150806957800037,2.264563110522688
175,1.9993062981142695,2.011690638836259,2.003479981444242,2.0210508746883438,2.089074430884827,2.225192991321311
176,1.9917172848080023,1.985709047839037,1.998094231668355,2.0332264332792485,2.093426644982509,2.217289218822235
177,1.9968273091528734,1.9625988008812878,1.9943419942852816,1.9667837436827986,2.0419528305179697,2.1699666567103137
178,2.000734576541031,1.9785517237514325,2.0016683528331867,2.002529602470095,2.0640155852877977,2.205194328089695
179,2.0098586283049618,1.9153693545770762,2.0016764553305975,1.9696496926610643,2.049332998448328,2.1508839594305407
180,2.0051876908445743,2.0188571896084606,2.0123587307448574,2.0494564768222188,2.120662333710175,2.2651419299723208
181,2.0052132009480226,2.071817416059965,2.0055376774248383,2.0871635628058214,2.1347936541298647,2.3111846879551736
182,1.9883950459199555,2.004017623393754,1.994982594379193,2.0320316453432095,2.0992405541124404,2.256518975834872
183,1.9995114256026887,1.9954609641932672,1.9940951080479055,1.9971646106091072,2.0650030823927117,2.1928373976295665
184,1.999540426863762,2.009657418472066,1.999211462983489,2.039163207377797,2.0961308182434086,2.2469172754857305
185,1.9898988684867258,1.9753435101145584,1.9924569567361636,1.9892285721847474,2.0650110474723395,2.172349995390554
186,1.9892392313035616,2.00665087759073,1.9868881932027123,2.0107831052366296,2.072910916746956,2.213841891967987
187,1.9888550529866573,1.9813964053778255,1.996202833110639,2.015796448568739,2.0815548468973715,2.227870661169168
188,1.9999233847191487,1.9445856308640244,1.9992305662355743,1.9722196840525579,2.053238592913503,2.153439202980458
189,2.0013390384073353,1.9767549773634694,2.000644046323877,2.00440235622021,2.0691214182810027,2.2153546662486097
190,2.008484999232863,2.0280004387322514,2.0108572236907243,2.038347941168669,2.1074748192905433,2.2392472501656275
191,2.003742974328154,1.9846566676326918,2.0005675934166787,1.9921007090267675,2.070186945666023,2.184822999677249
192,1.9970049385667075,2.031112641079128,1.9937455453911583,2.0467293910772346,2.1056765636868944,2.244576676665534
193,2.010715550506299,2.006881344497077,2.0087327719823334,2.0172699758220594,2.072967704009617,2.2236262977121046
194,1.9969130710418548,2.0224984876266743,2.0021631049776967,2.0542954173778654,2.1061597378275514,2.2593192972181155
195,1.9871265736738497,1.9746923468818673,1.9798691089520557,1.9843487989516726,2.0520525714279967,2.190101426603289
196,1.9926698840831651,1.9802927869811229,1.9958618393767442,2.0180187309157125,2.081863820582673,2.217951831137037
197,1.988897239859206,1.9847344318186357,1.9892217826687468,1.997434072551672,2.063998982682745,2.1913853619824484
198,2.0011289348505907,1.944671501121741,1.9949748660474178,1.9743534029826988,2.0488840676716293,2.167594300319032
199,2.025058700485201,2.0366904942833988,2.011559349306181,2.058292399935448,2.1212209204807326,2.2629419736694905
200,2.00474857010998,2.0268377382027865,2.005146222695887,2.0417214857289903,2.100502671505523,2.2512144898843447
201,2.016359545519133,2.0299578449253213,2.012655576759145,2.034979512598429,2.0962084576302296,2.2571846506756827
202,1.989327513031031,1.9761293246478748,1.9905253832995036,2.004270854162029,2.074409616074288,2.1999550783241353
203,2.000318938207889,2.001412079758779,1.9977912008081269,2.026280040640185,2.083692364145029,2.2414321425035433
204,1.986381319410336,1.959988423481743,1.985826921309175,2.0037441664395033,2.0724904160546953,2.2050268136609126
205,1.9812175684568085,2.0123486426957498,1.9891731558316998,2.038659506923517,2.1086005209272076,2.2679487210473255
206,1.9988193958458764,2.0637836958974796,2.0064222288183244,2.074445321674387,2.134996719739157,2.3026472179358484
207,2.009642831992409,2.0395403320853496,2.0038293230856534,2.0304545307378454,2.092144699347959,2.2321363211207363
208,1.9926109681110002,2.0305962844788605,1.9897510274636085,2.0173811068965817,2.0888248742610305,2.209815454537131
209,1.9878499996738648,2.0147841625345104,1.9894666319033742,2.055962185305424,2.1026349215669144,2.252052385359311
210,1.9890058015574266,1.9614596103310311,1.9891963015859575,1.9557710818384115,2.037204656730261,2.14276941825267
211,1.9831595502005268,1.99976618286613,1.9834279722495676,2.0088035854516506,2.0764819405930743,2.2079105845070233
212,1.9943472675227618,1.9714191569571418,1.9917272635213286,1.9795812006080784,2.064602075507697,2.1588401249986955
213,2.003124053898619,2.02954031335282,2.0061296873519163,2.0072939384275097,2.0816625613644977,2.2090161706830322
214,2.014039484498806,2.0364716841286326,2.016798029551335,2.0685871641998146,2.121600351482404,2.29186513158722
215,2.015892359093254,1.9966941859406109,2.016220394340116,2.017772118679811,2.0862940723115595,2.207903692458294
216,1.9759452782338416,2.0357788362919313,1.980965736925184,2.047459617703083,2.1103541063541895,2.2622403531951174
217,2.0001170710127556,1.9822882692580228,2.0059274522177466,2.014103211800455,2.0808105206494147,2.2116172717972313
218,1.998446377260235,2.010569584140399,1.9964188950802315,1.9953854128352175,2.0645699351008147,2.1859387452647074
219,1.9983776375398221,1.9637022718615993,1.994289177843311,2.0068865970865124,2.081022091642365,2.1955489932137344
220,2.007465852128324,1.9691579953632072,1.9994360293205842,1.994854899842788,2.0698413461994423,2.1827339044768546
221,2.004682971556077,2.057581892391319,2.0035311626753622,2.058174267266652,2.123827033747743,2.25819243328245
222,1.9916256505203702,2.0245386978390907,1.9967765769448935,2.038022107526212,2.099881776856868,2.2473739829777033
223,1.998884316859657,2.001911030849035,1.9909324395182488,2.0231773490799263,2.0873583101964526,2.2142689034659417
224,2.0129498725334303,1.9148424905820203,2.0006503378489353,1.9850076594627208,2.0535171508398284,2.1921252448261055
225,2.007592803183944,1.9893284246323333,2.006524981143006,2.00998120284675,2.075416333291545,2.2094862253199645
226,2.002016932396138,1.9758152402980276,2.006057208952881,2.020515896442965,2.0878562609656837,2.211689427379903
227,2.013341294551351,2.020855524041598,2.0096599957671644,2.0313976381110392,2.100006883719325,2.2406736480346923
228,2.0001868938222187,2.0219927042554113,1.995542251216811,2.034264782385432,2.095943613167105,2.2503490901947183
229,1.9910619239390268,2.061235626662382,1.990237474014567,2.0590387116013944,2.1138912887169483,2.2890115623424996
230,2.0065918959682807,2.0680465890421833,2.0007626318786147,2.0444431234056517,2.112944141927943,2.2535898440327613
231,2.015219629617499,2.056454491250549,2.0146467018626155,2.0739006017536257,2.136321311458324,2.287749453127939
232,2.0065429039167717,1.9899001617056662,2.004293361665751,1.9854522831316752,2.0549537688274215,2.192095051813963
233,1.994564995413491,1.956910301661844,1.99838073127707,1.9963395999168754,2.0609702238970073,2.1647444095906785
234,2.000581601660438,1.9622646947550284,1.994198601409411,1.9873571730925164,2.0615527053543996,2.1780047781171175
235,1.9862169026293988,1.9609238795830857,1.997318769735465,2.013464478624917,2.078401758332813,2.205705044886272
236,1.990339544846579,2.0131673263898056,1.993697407848928,2.0088693833927795,2.073797740051144,2.2014774087543723
237,2.00556331500624,1.9667687167998802,2.008407906088183,2.040412241328382,2.1027621199174105,2.283155800206657
238,1.9880477169271333,1.9933646847909205,1.9904995898618654,2.028606282193905,2.0843936523694904,2.241879618325303
239,2.005938293828151,2.032064704488086,2.0106355947429555,2.0369251055680224,2.099495437574724,2.2629993142428093
240,2.0032563738656743,1.9493620221015169,1.9989306850319786,1.9510813979748887,2.037305510051176,2.1217321343847546
241,2.000639231371536,2.020152022089071,1.9948533819159144,2.0211776354025868,2.085811659793169,2.249728578361578
242,2.001560783032247,1.9832045321884015,2.001454129628588,2.0339126556442744,2.0920150928718275,2.240444272585922
243,2.01523576719526,2.0442859304654144,2.01204263812348,2.049193493558553,2.1213347121365036,2.2710378907213418
244,1.9972570603462845,1.9691335751398333,2.0030906292887503,1.9957854729325137,2.0675342827453087,2.1863224754195376
245,1.9906074366329645,1.9826041894478794,2.000011033266071,2.008570776857599,2.0755668977610098,2.2071300349376584
246,1.9808497492166008,2.020595927669923,1.985328080658816,2.0252454479232074,2.0809767917742987,2.2285581339348397
247,2.0039519089195603,2.010000190520598,2.0082487005297507,2.0184679383411193,2.086966117350338,2.2321524596101274
248,1.9872098262215696,1.9939802137258997,1.9914289059105612,2.012209388769478,2.0719050990128065,2.224552679553919
249,1.9980978695101166,1.9523369861117081,1.9983700793178645,1.987653432111488,2.057008034914581,2.1891919002148716
250,2.0013871202767817,1.993247035411414,1.999392280845204,2.043773292905619,2.1049936102725697,2.2672954668274667
251,1.9974275881338641,2.005631057027202,1.996363571508775,2.004906337663277,2.0683581766904138,2.224416552608152
252,2.01009151715753,2.0587466470509312,2.009879192598614,2.0406249543893185,2.108850856455157,2.2432253670620463
253,2.000644509594566,2.0238266813926007,1.9997448535111253,2.034874449970397,2.09533318817213,2.2373230147678953
254,2.007510166759611,2.000075285003997,2.0039224809170406,2.0071909342759864,2.074406204621003,2.2087349103318887
255,2.006961997395276,1.9932422523638147,2.0008023889944107,1.9869318655803305,2.0695858633434625,2.1849981974761707
256,1.9877624982026878,1.975582525134792,1.9916197367261927,1.993467212066133,2.0683446866519546,2.1825342118096516
