,DR (Both Correct),DR (Only OR Correct),DR (Only IPW Correct),DR (Both Incorrect),Incorrect OR,Incorrect IPW
0,2.0126770097326827,2.012469124383416,2.0359833524628836,2.0254851477562714,2.093371991368224,2.3126487207965973
1,1.9885016330610907,1.9887311157150434,2.0037236985480242,2.0069566044047025,2.0761531657456134,2.30164872180794
2,1.9933261566320981,1.9973506187915713,2.0309210443249572,2.021472530343975,2.0841138731774187,2.3107702662551337
3,1.9886963725422677,1.990376660890806,1.9861276351216834,2.000284821591261,2.0649748168124344,2.293757068064124
4,1.9933522261075047,1.9981315237445885,2.025633350136549,2.036960683693814,2.094253254828737,2.3386824621086597
5,1.9987880037669383,1.9946988311073905,2.0496461021045382,2.0483690858284773,2.1102757998011876,2.352495879312746
6,1.9952702830762294,1.990995965064682,1.9772604329915484,1.9799321571369346,2.047174375996902,2.2679366087370645
7,2.007027498155455,2.0083249064862936,2.063759661698009,2.082523319074217,2.1324831125701134,2.395631104404566
8,1.9945965635629603,1.9991794146926147,2.011405992195421,2.0241859539676637,2.0812611182301692,2.3397083445610436
9,1.9980950069111891,1.9960480699716896,2.0499747090867446,2.0611170597218558,2.1111026769327803,2.3516302638509714
10,2.007442089724375,2.0110720719075696,2.011810047911189,2.0232121339539257,2.096077471057818,2.327049889096955
11,1.9850936065333058,1.997737937177697,2.048966912683384,2.0546092027014966,2.105692938776247,2.361640933390267
12,1.9872273322874823,1.9951504031841651,1.9622481294725935,2.0117645391712315,2.08808067792328,2.2788871568316345
13,1.9932365354964985,1.9935985699540208,1.9852914043604257,1.9965323048937977,2.0648653206244805,2.287178422161996
14,2.0007576299852556,2.002474645534208,2.0050085443586103,2.0430967902689825,2.107551420057847,2.3329246047327774
15,2.0017217880396876,2.0021808325347616,1.9573731867077073,1.9738436480910055,2.0524883345294085,2.2519621083552113
16,1.9986585551639937,1.9954435531706434,2.023416920448058,2.0144097974223767,2.071215482757471,2.3005687701899813
17,2.0063062567471532,2.009333254769503,2.0257524537641967,2.0495043578508425,2.10211161052299,2.3474946051249046
18,2.00202813267595,1.9988553625693388,2.00140848640252,2.011336438746779,2.083079727223147,2.2968573064547866
19,1.9975675845803402,1.9980758478356362,1.9928210720858277,2.0325625424011733,2.104899236046714,2.3412691917574104
20,1.997159167593659,2.0021734841264873,2.021479062335109,2.048267803129041,2.1104367590202724,2.351743235274882
21,1.987183148343226,1.9937774480216246,1.9506173079829867,1.9736149382554349,2.048626740010925,2.2591114868154336
22,2.003767290419368,2.0043911578097524,2.027561813235072,2.036507085564308,2.0981448913852616,2.3355200577603292
23,2.0006651645530154,1.9974920095946413,1.9844080238914117,1.998375459372511,2.0633160293097212,2.2948003054982262
24,2.003764116517224,2.0042281089180776,2.000459006356995,2.033338125612193,2.099866463780833,2.322472557928519
25,2.0010064747055543,2.001205666532362,1.9937561621857336,2.0343447165163275,2.0930188328469796,2.3300047538960187
26,1.9976866192892875,1.9946992830113268,1.998150804521201,2.030354490689681,2.0961084086701787,2.3456246072320455
27,2.002644858463593,2.0013060371687206,1.9968963026061828,2.002079417826772,2.062310351463627,2.2831945785120293
28,2.0084988075666232,2.007090588980318,2.0161441903119894,2.028009280776127,2.091026403023391,2.337750549347903
29,2.0112196585702953,2.0098874219977025,2.0157780604738034,2.0305521489652407,2.097553454705142,2.3209019856807545
30,1.9972587125047934,1.999350760065606,1.969954099367003,1.99397721061338,2.064054809559457,2.2822024266351653
31,2.001364908615178,2.0007992724244783,1.9940348659576959,2.026036492281753,2.091816701434451,2.3046112805191235
32,2.014160936303336,2.0096064587282694,2.0221870909766935,2.038612786742295,2.0996466230761346,2.3383799481968186
33,2.0143534450264724,2.0079324097593587,2.0053502734065503,2.0465067713011704,2.111033759222235,2.3309949748940877
34,2.007138009118449,2.0097971019471372,1.9841983378300778,2.085049983420994,2.139619496149164,2.4015493676696997
35,1.9956808175513014,1.9937967527397384,1.9878135917935509,2.0016331170612376,2.076839580812704,2.2886850336660123
36,1.9865864045818977,1.9927787513157085,1.9903689846543398,2.025755728010069,2.093661686516627,2.3388564332126545
37,1.9902181897722058,1.986256355657709,1.957062022345125,2.0418799135892005,2.099032181475092,2.347589892123743
38,1.9986207594038674,2.0104673120707885,1.9965056191968775,2.03106804294769,2.0912001635320596,2.342042307383114
39,1.9946916124099303,1.9943934852926335,2.059737223670162,2.0548452523189917,2.1005100397828174,2.3752731020438898
40,2.0014201603358637,2.0004542616149674,2.0090714970590513,2.0189761942010045,2.075473257163849,2.3186141866960535
41,2.0009019689956955,1.9993292429840144,1.969023454006575,1.9928238622930556,2.0616822544826743,2.283861975169424
42,1.9945939273918123,1.999601042639773,2.000600402634409,2.0316129225650035,2.096985771601216,2.3228750881430735
43,2.0030067967623455,2.003658573216056,2.034547131780309,2.049082787125839,2.1067802271172815,2.3622953617581968
44,2.002125424204308,2.003448299080289,2.066898575645295,2.0520718912070115,2.1093020615285742,2.3484952959667327
45,1.9842883801101951,2.006262702615874,1.940627146740955,2.021027282662583,2.0899442802733716,2.3189184761419237
46,1.9926511360226469,1.9961184776631935,1.9696620579514437,2.000411724072298,2.0684104818270663,2.269973783799279
47,2.0069303376426153,2.004973679121406,2.003600427474963,2.020419024250108,2.0900722659417723,2.293630801375837
48,1.9930993823934315,1.9987640939799824,1.9939897438026521,2.024942855760167,2.091843632410943,2.3194228204852605
49,2.0030440078507334,1.999348892004119,1.99914281419067,2.0007103204464536,2.077256659232573,2.300782869319056
50,1.9980318674223922,1.9963483068382892,2.0141957682303104,2.0252953132381393,2.088924339034293,2.3202026824536723
51,2.007002123373341,2.0060401309091342,1.962828604836347,1.978327519720106,2.051685340641244,2.2476125257797572
52,2.0022562603658054,2.0066634964422536,2.0102550493243854,2.0417879251443565,2.1035829499374454,2.3499357829810816
53,1.99734501832494,1.9953976620066067,1.9753657318614004,1.9780750886680756,2.03844034163217,2.2638878656301045
54,1.9949228894228879,2.0019434911238587,2.025395136158776,2.0183583142194768,2.0843031562339287,2.3230374762884836
55,2.0003880846506408,2.000763104784124,2.0452469384570855,1.9616707176762562,2.045339532422007,2.2351035553851917
56,2.0195535432331444,2.010616434871816,2.0500807103099805,2.030734968858125,2.0885178259163575,2.3369186173459022
57,2.01117484900271,2.014243782616303,2.0021226015985936,2.018330936044147,2.086379548392431,2.3056629034163634
58,1.9890712747144217,1.9921571351838845,1.935750489948942,1.9679118402560056,2.037655923113178,2.24806600335118
59,2.001902735807967,2.004483577737858,2.029350298511637,2.046856517072467,2.1101317774361874,2.3493686287439695
60,1.9942946155198715,1.9966247606264778,2.004634172243926,2.0283677409029783,2.0844428483819897,2.3046807183679308
61,1.995350639050051,1.9951066599094758,1.9934758212383892,2.00968057242975,2.071071156881251,2.304993466685974
62,2.008522155961295,2.0100291393058725,2.0382687970296702,2.050556656796128,2.1147514960132834,2.3478324466618745
63,2.00357852869781,2.0044920206600634,1.9861406888738398,1.9847036507984275,2.0526613920903762,2.2700790636822905
64,2.005533518039225,2.004488263671179,1.9769836863367742,2.016950241414124,2.0895244275196436,2.304525464378943
65,2.014043937533012,2.0115659681092475,2.0223462604608007,2.0420978099510925,2.104795287066634,2.360133793936916
66,1.988770586029828,1.9940805337199003,2.010337100365111,2.042051930465809,2.0969712246242898,2.3377143374041487
67,2.012865620485796,2.0112130135050905,2.038284844160821,2.0390524424502026,2.0963637808010733,2.3414673976155047
68,1.9800761748528266,1.9910813997812504,1.9410873706505185,1.9903045512797695,2.0634199833258267,2.2780917483107954
69,1.9956608832008578,1.9937618970112412,2.0477435666310413,2.054728188018723,2.105256460880584,2.3715250804469257
70,2.0036110637894082,2.0060328814173385,2.011913208853367,2.016877485332249,2.0859300044800713,2.301112430712721
71,1.9896045894237244,1.9872799985394325,2.021566627794453,2.0630444101868757,2.109741270481913,2.377773036785309
72,1.9990003558544485,2.0022763052848256,2.0231351399284243,2.02941418873656,2.0991339614331874,2.3155437049391483
73,2.00648864450119,2.0063211392418774,2.013646668684283,2.035262065509284,2.0949243688029133,2.3416278753034203
74,1.9966423109060094,1.9949051066098622,1.9746648970223353,1.9857862093613285,2.0546820653354603,2.268089638234146
75,2.0049803629651817,2.0034025621775586,1.9932784922143978,2.0028844103032686,2.068780093851096,2.310258214869496
76,1.9955712812160555,1.9976295426352237,1.9701784646973077,1.9992224873057172,2.0779822303462216,2.2847587466142354
77,2.010262468457085,2.007842896481536,2.0634012037006992,2.037626079377987,2.0987806032907836,2.3160583654161786
78,1.999438930752044,2.0070730262487073,1.9902336423354723,2.0228463127245657,2.0911337208159058,2.31030390957399
79,2.0000314184310617,2.0022000515904232,1.9993837116673623,2.0328911242590197,2.0914547193982704,2.3506094240047686
80,2.000052719205397,2.0008283506855706,2.019779371585833,2.0428096615467277,2.101160408639199,2.365021402813442
81,2.002565714675317,2.002833095791472,1.996091300143492,2.0234283593141784,2.081891216531787,2.2981865047435144
82,1.9912633519606138,1.9934560202131624,2.0353202951170823,2.0456019633282363,2.10117060892092,2.341367642917968
83,1.9952403296759276,1.997156125695664,2.0121861447230533,2.0288436005683774,2.0908486400830473,2.3113764905889296
84,1.9867842705154786,1.989655997360808,1.975077096788098,1.9958391436528156,2.0624649759787976,2.2900325070299314
85,2.003762195261813,1.9997193699186802,1.9745108217395295,1.9880795752280218,2.0608330742431824,2.2693269823264393
86,1.9972689298267698,1.9990743217685585,2.000955409728769,2.021363185068122,2.080243165936304,2.342304292525265
87,1.9894827772237482,1.9919483393516704,1.9948686015609942,2.0401312403047114,2.0987036769159175,2.329723096515571
88,2.005604521415868,1.9979457935356901,1.95801473033027,1.9832525102730145,2.0559513369964826,2.255197103610676
89,2.0004149033448573,2.0038790032251335,2.018019897707304,2.0309292781138617,2.0892021478114904,2.323065175915614
90,1.9809358981305762,1.9829697269675646,2.033694237519038,2.0562984803995144,2.109541061948784,2.369879490818741
91,1.983358238469588,1.9865741805040917,1.9721407602489383,1.9703766002422298,2.04688750304647,2.247278757106362
92,1.9943661190205955,1.9986313220208878,1.9838142544955941,2.020685969041918,2.0922322528286625,2.3006896074236134
93,1.9901517698415971,1.9969656497140442,1.9801401850615872,2.016553781275712,2.078810395515462,2.3016491302682196
94,2.0126462339352718,2.014435721212588,1.9837931711237902,2.009726961406118,2.0875416237599995,2.29954067780408
95,1.9872326456754044,1.9910486864573287,2.0223806345155295,2.0064194535870006,2.060588804998714,2.325265873962935
96,1.9977945473913907,1.9961730450666493,1.9764909298594562,2.0296430438933575,2.084413190558756,2.340627236661653
97,2.01318628955911,2.01102792731035,1.992883715843471,2.028135733953631,2.0959690177272905,2.319159248731322
98,2.007478118680419,2.0056646550499675,2.0236911819362358,2.058648956416462,2.1096974538855355,2.374938048564484
99,1.9972857031690303,1.9970584600497392,2.000486781113827,2.01711565933557,2.076763928247316,2.3176520842136794
100,2.0070050616197435,2.0030974179509826,2.0390942657335596,2.019155343623929,2.087618200406392,2.29962837068223
101,1.9848663904126778,1.9925438234351407,1.997699985624041,2.012984445219665,2.0742422939801384,2.3073342340292213
102,2.010559142089897,2.0033131987843884,2.0326681529187223,2.043710332191862,2.1046859750339575,2.3514495980180437
103,1.9986809947275348,1.9982512993271737,1.998286004718392,2.0379764901285666,2.089620343047141,2.3107329869695303
104,2.0009663154408925,2.0015650083334204,1.9899123045810847,2.0354627364652456,2.093695679775513,2.342487555670526
105,1.9986224543306543,1.9995789802951738,1.9300700577922096,1.988053666047075,2.058809412317915,2.2640780090126005
106,1.9892011152762181,1.9946586527162435,2.0079063929427106,2.0299065905842926,2.098045074813592,2.3411068345150348
107,1.9988268546424017,1.9978885709325003,1.9579829386920633,1.9907823263461213,2.062730471554657,2.275581900903849
108,1.9916478635146688,1.9951080563211574,1.9935086289736366,2.037762416850586,2.0968302413793203,2.3376071743215814
109,1.9934155797548365,1.99441574374374,2.046179247781657,2.06672944035868,2.1207805752060502,2.3790313215140557
110,2.0071611864054995,2.002836121408438,2.014183535255526,2.036469057530641,2.095218065705168,2.3132739208886552
111,2.0016207297542135,2.00611776138567,2.0122797640801906,2.024785478678205,2.0903464856206098,2.310453502719362
112,1.9868288812214159,1.9896886701023233,2.041228545574749,2.03685554649701,2.0946337455448347,2.3431628347147746
113,1.9962134632148902,1.9959065504649782,2.0110831981653243,2.0235664105057727,2.0933072025009607,2.317407854564294
114,1.999216107794592,1.9993512767061292,1.9368037021792541,1.98617533566113,2.062569982836096,2.275254193629658
115,1.9785234199145418,1.9998841849269315,1.998268455248932,2.0245327593688467,2.0865501542524485,2.336536140827831
116,1.9953198641881702,1.9979938517512295,2.0164993487619887,2.038020878469546,2.10208612070014,2.3172227632214084
117,1.9981768498773023,2.0014415732024458,2.014989204095771,2.0374523621062055,2.1083793210891564,2.3326119889494112
118,2.0060277448436215,2.010222552875927,2.0096454914322983,2.0252956870396748,2.0904369421395548,2.3242819814366977
119,1.9862950803240877,1.9903753104499442,1.9934062713475682,2.0224656962879015,2.080890430220631,2.3204579844228794
120,2.0056180106720665,2.00548806918483,2.0297476542275836,2.0215169858198525,2.0900221073643626,2.3261984504374023
121,1.9866266047258045,1.9914849470622646,1.9485220317295673,1.9770130110219604,2.054694865483771,2.2606011803546733
122,2.010432406326084,2.0127238239930847,2.033326163308467,2.0369181583031337,2.099604151968096,2.3343037125540596
123,1.9974921240057442,1.9915516887337656,2.022484908599641,2.0402377921191075,2.092733645061124,2.3493573329203628
124,2.0018991429263275,1.9969559755521002,2.0299079959975717,2.046545263350735,2.105196650862418,2.3411061777578097
125,1.9927670390093588,1.9950907019822253,2.050046191208913,2.050291278814807,2.100891341329874,2.3637602957763986
126,1.9994964713102017,1.9961656613341363,1.9548937502623744,1.972070584462356,2.045303872561132,2.257054234617778
127,2.0156025043021155,2.00801146266382,2.0781158697748023,2.062049368265676,2.1151527188441435,2.378707273398616
128,2.0125854951685764,2.004027874375616,2.0488169899367947,2.0420308591789347,2.103353339958809,2.3375040922577583
129,1.9919284608419006,2.000173569263183,2.023822937034993,2.0497133549097724,2.1072638488532927,2.3434694377332126
130,2.006942311572619,2.008922296451184,2.0335048101495614,2.0382619004255824,2.1012566126379224,2.320399936512904
131,2.011347552760916,2.005837417356996,2.047873275944962,2.037489412730719,2.0958302702187988,2.3553329120851934
132,1.9998500133486625,1.999164918136849,1.9957442604074964,2.004256501183901,2.0760125887081067,2.2829337096769553
133,2.011259933782066,2.011269644305467,1.9808620024524848,2.000335407547137,2.0696824582954614,2.300653117389726
134,1.9932706921848073,1.9989493423530806,1.9661219148107059,1.998129431864339,2.062584792097319,2.315787510067107
135,2.0043071939613966,2.004584412591753,2.021202774416862,2.03937440354575,2.110524534959442,2.3318746210069774
136,2.001892037743756,2.0035523377222892,1.9777520921711156,1.9988899576844692,2.07517141868922,2.282784466006029
137,1.9882474639149583,1.9896973702247023,1.9951507317301307,2.0118553936171972,2.076143120338701,2.3242731050309717
138,2.008027529635856,2.0140040491826454,1.9733748139234728,2.015156066954831,2.089333091729577,2.3022484191536474
139,2.0050018282997724,2.0077211241020296,2.036061314705791,2.0168983511531557,2.0752299385574924,2.3301350662134612
140,2.0191053008397755,2.017648169506846,2.035159049632902,2.050403064673383,2.099251797676964,2.349481297817299
141,1.9895518973094866,1.989255258639943,2.015278433210584,2.013202134956026,2.0782913350650127,2.3102743812578583
142,1.9984280466726725,2.0016617272776003,1.9784293357566103,2.022052641281256,2.088378991470772,2.322553815942155
143,2.0174516506253948,2.013831872987921,2.045084313817361,2.0545575537366885,2.111177804654262,2.346276574747354
144,1.9935645933305455,1.9950347174559877,1.9734694069277257,2.0034884635781056,2.0687113446556085,2.291378908730474
145,2.0050805885149,2.0036033803272915,1.9992585526910238,2.0052604715611118,2.0704733070500563,2.295032542413727
146,1.9658155744021941,1.9927351813690213,1.9465938669607428,2.0409085705151875,2.102314672543816,2.3632979406230947
147,2.0043843324207438,2.005945711911613,2.0238969864141225,2.03683947586214,2.1032200952595126,2.3455406801860383
148,1.9797519040614984,1.9929039518345275,1.9691305727843853,2.0148975687619317,2.081826607931551,2.3112599478770512
149,1.9945044368548808,1.9945269515949644,1.9652187514976416,2.026628913589155,2.0848398743520935,2.334220835425412
150,1.992335679949668,1.9900636302968813,2.0192384962867327,2.03639334731932,2.0877392181366603,2.338913078713351
151,2.0040834628876123,2.003785933076196,2.0191676768097664,2.035674282027099,2.098676941823589,2.3386895862169146
152,1.9974492155851737,2.0005545358461716,2.0345933125716833,2.0045879134328177,2.0766729574537095,2.2847390610079983
153,1.9786317793910155,1.989721285856465,1.9730661635713727,1.9720050138033691,2.044647509527453,2.27021544501841
154,1.9876751995013697,1.995204784557608,1.9850079515763253,2.0052018307386628,2.0728286542256695,2.2854407135389763
155,2.0004648641952643,1.9940115360949786,2.0049694981040695,2.0160375402927566,2.0819046520699995,2.292616125598384
156,2.0137592411531484,2.0075460081075533,2.0320642161922473,2.0392613385813103,2.1074298777020855,2.3273578717955603
157,1.9992342214130656,1.9949093191017793,1.9868411855633306,1.9988399225957905,2.063436152915421,2.2813653343546374
158,1.9959062777763028,2.0070943516475834,2.0018214104101393,2.0405142772962392,2.107576919122031,2.331658083315668
159,1.9883975224856043,1.9926369221127251,1.965673308888699,2.016994956427236,2.0854118740307306,2.316452077827441
160,1.9924150420955027,2.000869119103286,1.956923615059536,2.016569026693771,2.084796366773497,2.310028671928082
161,2.004959493754502,2.001864640204096,2.045573044107246,2.0534755869549968,2.10710721185355,2.37515213279767
162,1.9991184661661854,2.005361816405189,1.9669630670144782,1.9964030152872776,2.0646234404380905,2.2684559363643166
163,1.992442113276025,1.9901856652992644,1.9335990411411172,1.9933831702184963,2.070957557054064,2.280126946649255
164,1.9895430925126665,1.996059808018454,1.9856233665940741,2.036908298026815,2.0976537965622235,2.328555935488112
165,1.9967976849923708,1.997934418658329,2.0943708344990575,2.0860712653530196,2.147066942157058,2.412105821307757
166,2.000021190496056,2.00066447996278,2.0055864743772,2.0130161861600606,2.0839652210591493,2.3011596519293094
167,2.00409793567149,1.992800596488664,1.9642394582432923,1.9886912837579556,2.054918354159025,2.27764504321635
168,1.9956277908222353,1.9945920786194336,1.9890309534476145,2.0110889190242673,2.0854934930926463,2.2916126606030747
169,2.0091271838886384,2.0086911550685502,1.994367263318571,2.026044427557625,2.0994003832266577,2.316326945086009
170,2.000929024296894,1.998802937754601,1.9923137931833927,1.9852043444596086,2.0481171729394423,2.2886114396572768
171,1.9998380157723106,1.997123759338141,1.9323051314215065,1.9831927842679817,2.0566099426458155,2.2686090559047547
172,2.0021290310787725,2.00016237200559,1.9982305447839048,2.0058825650153502,2.0765783454451197,2.3106612623791065
173,2.015567162635209,2.011261900061018,2.0360426811448873,2.021225891592019,2.085380593852009,2.3310342351226443
174,1.9904010354035209,1.9948369613716688,2.026841023903313,2.0452685525300462,2.1047113349571185,2.3268523098320077
175,2.0092555585392424,2.003219645083548,2.016678544349088,2.0291522048153605,2.103923612020895,2.3072598888888756
176,2.000169412164402,1.997225203650964,1.971064610024359,1.9855707610539248,2.059187132308499,2.2575346003711663
177,1.9930193373051046,1.9936473962120453,2.005016441954712,2.0088939566405153,2.0658078644936158,2.2985379563091217
178,1.980749418303846,1.9892566427893337,1.954161342332958,1.9667799442745681,2.038006214376288,2.2301230922220867
179,2.000452593459661,1.9960066054370067,2.0077996615604135,2.03690380856715,2.0939792368114176,2.3435009966064912
180,1.996221025168619,2.000680548005208,2.0080996503051596,2.0349063321108685,2.1024287768249597,2.333829022745874
181,1.9881669903332968,1.988956852887054,1.958826967657649,1.990593450168473,2.0556271596092284,2.2974309648122104
182,2.0045946347682118,2.0051788554056946,2.0431003773221397,2.044800857731997,2.0984823840489706,2.377706403421866
183,2.0160428629748153,2.0005429239516075,2.0208590616114335,2.023745056837204,2.0833871382732108,2.301445426018138
184,1.978924145092597,1.9901617379161978,2.011342076917946,2.035018966610231,2.101105427042447,2.324873045797758
185,1.9895891075971728,1.994627237590924,2.0034573291375146,2.019483036033879,2.0794957486062673,2.3286848913356355
186,2.027257720520016,2.008717878166102,2.089212300100809,2.051951277974366,2.1062643123711333,2.3577590212516535
187,1.9861421837258944,1.9950584096229693,1.9754415585685714,2.008938343903711,2.07359284732561,2.30936163218228
188,1.9956826790156035,1.9910763375359581,1.998556180788601,2.0110632296676183,2.0743474038772636,2.3139686942065687
189,2.006054064362653,2.0046861634190627,2.020430662136847,2.002822870185788,2.071493216601316,2.301760216684239
