,DR (Both Correct),DR (Only OR Correct),DR (Only IPW Correct),DR (Both Incorrect),Incorrect OR,Incorrect IPW
190,2.002503270512654,2.000120556878575,2.0733142776766194,2.061513885505809,2.1094515612788363,2.3624694516067173
191,1.989189310438402,1.9869921626487403,1.9930578393673406,2.016106188574856,2.082957148505447,2.310012840658035
192,1.998076530376286,1.988525074379667,2.025891011459159,2.000791344224484,2.071957329447833,2.2800340826612713
193,2.0017918021030536,2.0050319374162138,1.9933859323015133,2.0158843129374513,2.0848137122194608,2.3111421934454768
194,1.9945089444266382,1.9932387243882244,1.9954419999819455,2.0348095881262567,2.0885346834705305,2.3187095825474118
195,1.9916940004292072,2.00323050945825,2.034820074391083,2.0460167161622573,2.108244854909968,2.3602830128584955
196,1.9969466349544245,1.996911930447757,2.0339680406256035,2.037204567944973,2.107029538542599,2.3414653668807577
197,2.0109822599858522,2.008825343446993,2.049974955137647,2.048133165379876,2.107917767117778,2.3665450440093836
198,1.9961016104262659,2.006156740389234,2.0003234928889375,2.012818877873809,2.089041051876447,2.315694660984381
199,2.0032941149045906,2.003706552707572,2.010287102671391,2.0343280131265895,2.093548707739517,2.319629176174466
200,1.997008989834622,1.9981104989831016,2.039311778917177,2.05965060458249,2.1180700707010875,2.3620802699560293
201,2.009899008413915,2.0096490594724017,1.9524220421344671,1.9841030420307302,2.061625911270776,2.2574144238879312
202,1.9987693903522705,1.996538250116012,1.9368098470046116,1.9613290537435488,2.0405513126229753,2.2242945144333115
203,1.99595298938773,2.0013155971606165,2.042570563381321,2.0715120709996047,2.132250955981102,2.378296248825913
204,1.999188374062179,1.99827552729621,2.0005427985651143,2.027858651019356,2.090043691142257,2.306486984311336
205,2.0001984107795554,2.0051008861328548,2.01544187051959,2.055542150181063,2.1208826588174485,2.35120526649189
206,2.015094215104962,2.0000403923429935,1.8969728386304097,2.018933856631902,2.0851838027506613,2.3176775920174366
207,1.9973819047188457,2.000252972639031,2.0795187028763387,2.077261471948943,2.1255680363932172,2.3909129880283277
208,2.002931237279418,2.0076411055128736,2.0407225670833786,2.050820639803257,2.1089841153926203,2.3499378280056287
209,2.000954397518381,2.00175193660519,1.98802645217639,1.9795821648246137,2.0512756794691462,2.268016409750548
210,2.0038892135377067,2.0060182912265647,2.0006039136063563,2.0369041066978784,2.098487127294089,2.3302549548635043
211,1.9739135854157082,1.9865529005539293,1.9466526672704663,1.9827992577549225,2.0595089946115888,2.2610675157951596
212,2.001585689172585,2.0050340655602596,1.965468072891683,2.0053637818847982,2.0784390825628676,2.296342832097416
213,2.0075983658716954,2.0011705592478255,1.9912810460450847,2.0030101582412563,2.0784767848512695,2.2851524145885125
214,2.0068108775401186,2.002687656495653,1.9901333238317882,2.0072994896017455,2.07976290697753,2.3043496582182343
215,2.0211487371203183,2.016965868826297,2.046832079469114,2.063011221644628,2.1079567134365225,2.3779234348970473
216,2.0046747774969567,2.00726333578242,1.9919173909002614,2.041015364298454,2.1050957957705205,2.335535806969402
217,2.000710432725589,2.00020405425793,2.005637782849902,2.0260803818601882,2.088142674144833,2.3173033912502112
218,2.0098971782743553,2.0055569807368774,1.9755373879364668,1.9882200732793,2.0671552239869255,2.254201551896837
219,2.012654124314945,2.0093363276033207,1.9591527089395635,1.9838262107493077,2.0644443894269147,2.2506798946517175
220,2.012003941157245,2.014846968969714,2.0455122871352187,2.0361457548976016,2.103470264868535,2.341239164582167
221,2.0045300995728392,2.002221660798311,1.9955092307698952,2.0091935597739115,2.0765851593503646,2.28418215201055
222,1.991288795630684,1.989606143893904,2.0306871647257054,2.0327099542885274,2.0927420499945573,2.338643085754742
223,1.9926868085267548,1.988133347993432,1.9521825162649813,1.9983944552889918,2.0704966392337143,2.2763026490888123
224,1.9889597170726123,1.9983029181969503,2.019536070713716,2.024943564990847,2.093638826902822,2.3400097336568324
225,2.008081312887,2.00501600725313,2.0500398122424697,2.0466073403018004,2.110170588738882,2.3483345853731556
226,2.006339893572842,2.0078555653859227,1.9533330893681466,2.005499143345418,2.0803262667937426,2.2804628630891197
227,2.0005851167389546,2.0020590711552755,2.0016477237472214,2.0126949365591393,2.075569369584987,2.2953992703947974
228,2.004436539594594,2.0121776512896212,1.9894469512217723,2.034756733838628,2.1002174165923746,2.347925345819975
229,1.9926454857198959,1.9936145484481202,2.0383392826313216,2.048177174571958,2.1085681775065637,2.365050642496598
230,2.002012584708505,1.9977510845751962,1.9838734222933843,2.001141273250168,2.072281924024406,2.2961693697180228
231,1.9941783506670605,1.9935125362013932,2.0131038832129833,2.032677552649519,2.080365325006853,2.325058595248203
232,2.0173243643404457,2.002319627769739,1.8810874529409,1.9900648141637078,2.056658760000136,2.2921492596034345
233,2.01229588822059,2.007855094668089,1.9803609597897773,2.0099240174988102,2.0726456611786936,2.2813553446168964
234,2.000457726297541,2.0046177314730005,2.0177442374775563,2.0449452243710793,2.102683282653744,2.356094847553032
235,2.0051206127486942,2.0076695148171395,2.026300410372633,2.0432794336811932,2.1098534536396825,2.3339843944049385
236,1.9907682533910518,1.9964458208647111,2.014148987823414,2.0467444852965517,2.101082914454293,2.355848608657442
237,1.9890204749513625,1.991007165934195,2.0075370136834407,2.039309107148398,2.095654682697055,2.33637169560103
238,1.9966175381264586,1.9874622492465088,2.015324209800285,2.013487071687551,2.0699511252932052,2.318133756609
239,1.999173586772821,2.000456236116323,2.0167183806909215,2.0175902539993973,2.0818234844611103,2.30034057877747
240,2.0066238237522542,2.0044379035964965,1.9945540630291585,1.994579429796213,2.0597734340628087,2.2938275451108545
241,2.007641815529074,2.009051526629349,2.004062533246259,2.004644455529648,2.0717557885581437,2.313846819753667
242,2.0072594328434836,2.004949517603369,1.9933033808107552,2.0016638353954135,2.066352460766637,2.2984653365053394
243,2.0016212870059453,2.0012009409425686,1.991606360962963,2.025834069785552,2.088000676396914,2.3231316812900618
244,1.9956178570132193,1.996995848449187,2.0078094637486066,2.01884985631385,2.0777715142977504,2.3406526814589808
245,1.9890525584274077,1.986624574593678,1.9857191511553502,2.0279738815761377,2.0853810564027144,2.3398852606529488
246,2.007948734894981,2.00681000252749,1.978527119158785,2.002366246577475,2.076805023241866,2.2882244450633435
247,1.9998712068888433,2.001559125054154,1.9888398066426711,2.0244417472372436,2.0894603147507245,2.3299545856679638
248,1.9903952334329789,1.995632736151988,1.9382772715424095,1.991491296753519,2.0582677355394012,2.274224124590012
249,2.0161235416242036,2.013524028898743,2.050324875961072,2.033431295650055,2.0971973002373976,2.351612116264449
250,1.9994643927444342,2.0034469623173896,1.9768423698894073,2.00580136797208,2.074354925257625,2.2896217683558766
251,1.9947535049085667,1.9971289938031205,2.0055911873926617,2.0195926803578996,2.0827893890612987,2.302517391656571
252,2.01178616197824,2.0096903725375492,1.9906936581176042,2.019016242557349,2.086218711164851,2.300272967244299
253,1.996446145963359,1.9967546619256404,1.9250219831433921,1.948883774125966,2.0308788430926477,2.221218764100376
254,2.0070865666287374,1.9992437605658235,2.022840516112485,2.0331144919554274,2.1005478483377176,2.323232849522914
255,2.0067492767506336,2.0061575382879107,1.9626820196289516,1.9991981010347921,2.0656919834466336,2.299899658159276
256,2.020921795285213,1.9963499135905358,2.0403574843714978,1.9681650833680568,2.0388429669973465,2.256202277900632
257,2.0091701832971776,2.006087049219079,1.9734574643431366,1.9907512421989106,2.0602690389662883,2.256346223242591
